date,notajhallac,juliagloria,sanjaypanini,fattyclub,benbracey,fififiona97,miguelp.95,masonsbro,sndave,golferswagg101,captainfalcon99,wakamyblocka,sarahjester95,stuart_edge,themorelove,hemera0987,l3vel,sitoto,heatherbelt,potatorainbow,l1ni0,jmdeaner,vickisvikings,inflatablegoo,jdmcwombat,mason751,enricotrevisani,dragonhealrx,jillysab,guysimfern,thugmastah_k,jeanetterenee,sameet.sapra,bella_tincher,kingofwatson,rach_rosinski,anoushkaidk,erictaylor25,cgargala10,kalinmenzel,ymarin28,doctorhopkins,micahgautney,heyitsmax413,eskimobobs,teamsnapchat,kristenpownell,theerajmahal,shivtheballer,ibrahimovic_10,lordplato,mollzballs6,finchbirdl,thedocphelps,bloodveinsbleed,vadman97,plwashpln,mandingopride,seansundell,jefferyshizzle,sars_37,t_ramm,ramodelziz,elissagrace96,picies98,therocketdoctor,d13go_h,literallygabbby,neil2250,ieffloresce,dtrox10,jkshanks56,rebeccavoth96,pixelatedtoast,lexie_voss,melz333,tomzymite
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2014,2949,14849,308,2064,3749,2248,5423,3378,1959,25526,14,1227,6965,1469,1146,868,971,1229,5553,2435,7,4714,2991,1480,709,3137,7217,233,9146,13673,8683,12244,122,808,2538,2771,2135,1479,319,1758,928,362,19247,1395,182,285091,7484,274,8720,1795,5432,48926,8097,3311,11080,414,113,16703,9485,13383,3457,547,25684,1676,934,3190,16,5573,136,622,2801,57,261,2558,6380,247,134
